age,annual_income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income_ratio,loan_term_months,default
56,35093,27883,553,3,1,0.02,24,0
62,24399,8332,691,1,1,0.26,24,0
57,67551,9275,816,3,1,0.42,24,1
42,49053,21053,796,5,0,0.15,24,0
62,39995,39077,643,3,1,0.55,24,1
32,104250,58953,586,5,1,0.5,24,1
62,95675,5594,494,10,1,0.6,36,1
33,44626,10386,616,0,1,0.54,48,0
31,70346,7194,577,0,2,0.46,12,1
36,16004,22201,591,3,1,0.37,24,1
28,84683,13856,519,20,2,0.17,24,0
60,28472,22621,706,0,2,0.55,36,0
60,23716,10539,690,21,0,0.25,48,0
22,20077,20327,576,17,6,0.32,24,1
50,19316,11999,718,1,1,0.29,24,0
50,84133,14549,654,11,4,0.27,48,0
32,67209,9454,692,0,3,0.52,48,0
30,33425,30212,711,3,2,0.49,48,1
64,75165,6262,679,2,0,0.43,36,0
31,36406,12478,584,11,2,0.35,60,0
35,57631,38891,733,3,1,0.09,36,0
36,38516,28726,711,2,2,0.34,48,0
37,46166,8055,712,5,4,0.55,36,1
46,31129,8304,543,2,1,0.28,36,1
22,33526,18186,532,3,1,0.27,48,1
32,64347,19731,771,15,1,0.48,12,0
46,69730,27280,598,1,2,0.35,24,0
43,39852,5735,670,3,0,0.54,36,0
38,22861,29421,746,0,2,0.22,60,1
52,168657,7778,780,9,0,0.38,12,0
58,49928,29756,695,0,0,0.4,36,0
23,57300,5068,608,0,0,0.34,36,0
58,26090,6847,627,10,2,0.55,60,0
23,90004,37519,679,2,1,0.36,48,0
50,97143,38778,663,5,2,0.45,24,0
21,20868,14188,592,9,2,0.34,36,0
50,46574,10964,437,2,0,0.35,24,0
52,44791,13231,591,1,1,0.4,48,1
48,161817,17134,632,0,2,0.21,36,0
41,100892,18085,649,4,2,0.26,48,1
33,23732,11194,786,1,3,0.33,48,0
47,34063,4182,735,5,0,0.36,48,0
56,31366,9640,613,1,0,0.35,48,0
27,59032,5255,690,2,1,0.09,24,0
42,107592,21151,436,1,1,0.5,36,0
30,51771,16669,748,2,2,0.34,24,1
59,62980,12497,610,0,2,0.15,24,0
35,35166,11493,664,1,0,0.29,48,0
35,62812,43462,652,7,3,0.59,36,1
24,38717,26577,732,1,0,0.25,48,0
52,21582,15111,622,14,3,0.65,36,1
43,60805,9673,715,3,3,0.29,12,0
26,48779,28969,679,0,1,0.58,36,1
44,28322,14275,659,14,1,0.54,24,0
40,111601,9054,641,3,1,0.37,60,0
57,33415,9373,609,4,1,0.16,12,0
40,66472,19872,636,1,3,0.22,36,1
32,40893,23656,619,2,0,0.31,36,1
53,106063,19562,683,6,0,0.4,36,0
48,43530,19821,559,0,0,0.22,36,1
28,21219,11130,655,4,2,0.1,60,1
21,73497,9638,771,5,2,0.34,24,1
57,105849,14605,614,0,0,0.21,24,0
42,39584,12718,685,9,1,0.24,48,0
26,68833,7328,464,0,1,0.25,60,1
41,52298,13103,523,1,1,0.36,36,0
52,40483,20210,639,16,2,0.45,60,0
55,74636,10569,643,0,0,0.57,36,0
35,32859,34625,653,8,1,0.15,36,0
25,49823,6303,825,5,2,0.27,48,0
26,55752,8147,603,4,0,0.44,60,0
45,54750,9474,656,4,0,0.36,24,0
60,33266,21883,592,0,0,0.2,24,0
49,137283,15175,708,5,0,0.5,36,0
27,92145,7850,557,15,1,0.35,24,1
60,80435,4344,594,0,0,0.6,36,0
33,100368,6554,577,2,1,0.37,48,0
58,50735,4665,715,3,0,0.27,48,0
38,40715,22563,660,1,4,0.28,36,1
22,28438,7076,672,6,0,0.13,24,0
28,34485,20097,634,5,0,0.56,48,0
31,29524,18513,746,0,2,0.33,48,0
53,37644,27308,637,4,1,0.08,36,0
58,56288,8701,807,2,3,0.49,36,0
47,77420,17031,751,1,1,0.19,48,0
40,76357,14371,531,9,3,0.43,48,1
32,27289,14395,701,0,4,0.28,48,1
63,69186,13208,751,3,2,0.43,48,1
51,86849,22140,617,3,1,0.14,48,0
47,43169,20734,682,4,1,0.39,36,0
52,89221,13339,531,1,1,0.23,12,0
30,75955,10141,570,10,2,0.08,36,0
23,26048,9465,629,16,3,0.44,48,1
47,146659,13646,541,3,0,0.32,12,0
55,34275,15261,654,1,2,0.26,36,0
51,79119,12646,702,10,3,0.27,36,0
35,77700,6154,576,22,0,0.45,24,0
36,26582,11127,542,6,2,0.35,36,0
33,53609,9737,523,2,2,0.44,24,0
55,77223,13481,746,1,4,0.35,60,0
31,26441,61187,510,0,2,0.5,24,1
41,51524,17293,673,1,2,0.14,60,0
31,80526,28491,754,1,2,0.13,12,0
50,83168,8862,571,17,2,0.43,36,0
55,40193,13536,582,5,1,0.5,12,0
42,106105,27922,664,0,5,0.42,48,1
58,94160,5175,669,3,2,0.52,48,1
51,55304,11613,610,1,2,0.49,24,0
34,35260,19387,626,4,0,0.39,24,0
44,27366,12790,657,2,0,0.06,24,0
52,59205,9502,617,1,4,0.33,12,1
56,101951,9827,620,1,4,0.29,24,0
52,45543,16142,805,5,0,0.43,12,0
35,31903,5206,731,2,1,0.44,48,0
63,74047,14397,737,3,1,0.12,48,0
55,53490,20650,622,8,1,0.16,36,0
23,63446,10750,512,5,3,0.01,60,1
36,37697,5239,848,3,1,0.6,36,0
25,40744,9825,600,15,2,0.43,24,0
41,37609,12403,674,1,0,0.28,36,0
30,62917,7002,712,1,2,0.38,24,0
39,41369,13607,603,12,3,0.4,48,1
45,65920,14812,722,9,0,0.46,48,0
24,35929,27489,650,0,1,0.05,24,0
49,62865,12101,628,13,1,0.22,36,0
39,69695,14285,603,0,2,0.38,24,1
63,57859,9599,570,8,0,0.36,24,0
22,77537,10033,500,1,2,0.44,24,1
30,38533,20384,850,1,1,0.15,36,0
63,69308,11606,766,2,0,0.31,48,0
45,55087,21937,658,11,2,0.34,24,1
40,32700,12989,774,7,0,0.44,48,0
39,18891,6725,764,17,0,0.39,36,0
43,21024,8815,697,3,2,0.21,36,0
44,16249,57012,622,3,0,0.52,36,1
31,60661,12578,735,0,0,0.27,36,0
54,41673,5068,722,0,0,0.21,24,0
48,51205,6748,713,3,2,0.37,60,0
25,44792,8710,623,6,3,0.23,48,0
25,65567,7816,680,8,4,0.51,36,0
41,66533,6908,671,1,0,0.56,36,0
32,50083,32125,619,6,3,0.28,48,0
24,51622,19906,679,8,5,0.21,48,0
62,52663,11850,750,2,0,0.44,36,0
40,98311,9392,772,5,1,0.36,36,0
58,17992,12124,689,2,2,0.25,48,0
45,35057,38888,636,21,1,0.3,36,0
34,75556,7950,718,0,0,0.34,60,1
31,85301,5185,580,2,0,0.11,48,1
52,60693,19938,619,1,0,0.48,36,1
31,44709,24462,752,9,1,0.21,48,0
38,124340,31919,799,1,0,0.28,60,0
47,53578,10814,741,3,1,0.36,36,0
38,49781,10882,643,6,3,0.5,36,0
43,95405,44683,474,3,1,0.63,36,1
31,62179,19097,712,2,0,0.31,60,0
41,78426,12694,691,0,2,0.49,48,1
64,83157,18070,694,0,1,0.27,48,0
25,40691,10284,535,15,0,0.43,12,0
43,118642,16006,623,5,2,0.27,36,0
61,14313,15851,799,8,0,0.1,24,1
45,18218,22037,568,3,2,0.49,36,1
61,34887,7398,696,1,0,0.24,36,0
30,39668,16535,597,1,1,0.38,12,0
42,58765,6634,690,0,0,0.11,48,0
39,34727,41163,634,7,4,0.15,36,0
21,48729,10388,746,4,1,0.07,36,0
27,44241,4949,653,3,1,0.4,24,1
24,133550,70715,729,9,2,0.2,48,0
21,32777,9772,818,2,2,0.56,36,0
35,21130,14143,728,14,0,0.12,36,0
60,85776,4830,696,0,0,0.38,36,0
32,34304,12941,742,20,1,0.04,36,0
42,46824,36447,695,8,0,0.67,48,1
42,35486,20393,601,2,0,0.17,36,1
37,70868,4815,582,4,1,0.44,24,0
49,24658,8451,705,9,0,0.27,24,0
34,12093,23176,599,3,0,0.46,36,0
40,93700,19574,592,0,2,0.19,24,0
53,55477,9980,634,11,1,0.37,24,1
63,83811,16953,511,3,2,0.26,12,1
35,92143,6510,597,3,1,0.75,24,0
32,31000,6098,591,0,2,0.2,36,0
60,50530,2992,846,0,1,0.18,24,0
40,63113,23277,710,7,1,0.58,36,1
50,46437,12542,616,2,1,0.46,36,0
58,41937,13393,588,31,0,0.23,24,0
23,44054,2117,454,5,2,0.36,60,1
48,84269,12967,532,14,0,0.37,24,1
46,43066,18594,517,1,3,0.39,24,0
50,66178,3813,571,0,1,0.46,36,0
33,58305,13718,649,2,2,0.18,36,0
33,30269,12837,634,1,0,0.39,48,0
22,57010,10105,578,4,0,0.3,12,0
57,22712,29277,645,6,3,0.01,24,1
58,59917,25351,535,2,0,0.27,48,1
22,76539,97793,685,0,1,0.27,48,0
56,85880,6452,711,0,0,0.47,12,0
46,30444,17277,689,1,1,0.54,36,0
31,37493,32857,737,6,0,0.44,24,1
28,56502,8819,528,1,1,0.03,60,0
64,38639,36855,653,12,1,0.66,60,0
60,18686,16629,573,5,2,0.51,60,1
63,37389,4684,557,9,4,0.34,12,0
42,56393,6176,536,2,2,0.37,60,0
40,83597,9431,848,20,4,0.42,36,0
28,114074,12670,722,5,1,0.37,36,0
49,52181,28087,779,2,0,0.48,36,0
60,65071,12659,678,1,3,0.57,36,0
46,79252,27435,583,10,1,0.06,24,0
50,17583,14253,703,1,3,0.3,36,0
37,29448,13459,837,0,2,0.41,24,0
40,51600,11213,691,1,1,0.16,60,0
36,106720,24081,640,0,1,0.67,36,1
63,67163,14438,671,1,1,0.01,60,0
27,57806,8608,739,4,0,0.25,36,0
36,43736,16305,648,3,1,0.45,24,0
47,60681,10153,640,6,5,0.69,48,1
43,36380,9822,595,2,2,0.4,36,0
44,33192,27162,678,0,1,0.44,24,0
29,34666,12141,548,0,1,0.26,60,0
55,95821,48086,619,7,1,0.65,60,0
40,32204,20767,639,0,2,0.61,48,0
57,40159,8438,565,8,2,0.48,60,0
62,62038,8097,648,1,1,0.01,48,1
37,31568,6345,726,5,1,0.37,36,1
51,54889,19217,766,4,0,0.25,48,0
28,54879,7990,631,0,1,0.35,12,0
35,35874,3431,613,5,0,0.28,36,0
51,43071,4959,629,2,4,0.41,36,0
50,30583,6887,700,6,2,0.26,36,0
40,97868,16352,600,9,3,0.31,36,0
59,55759,12713,599,0,2,0.29,36,1
32,29018,23522,671,5,2,0.41,48,0
37,52216,7751,691,0,0,0.13,60,0
62,53412,10997,666,2,1,0.08,36,0
50,15968,38116,659,0,1,0.47,48,0
49,95819,10886,611,1,3,0.29,36,0
39,29887,15285,651,0,3,0.46,48,1
31,139400,9011,459,4,1,0.48,24,1
54,72958,11668,773,3,1,0.25,48,1
27,27905,17768,662,7,4,0.26,36,0
64,41893,19816,818,5,0,0.26,36,0
54,77754,14340,753,6,3,0.14,60,0
40,43526,11431,584,0,1,0.1,36,0
58,88355,14445,620,0,0,0.33,12,1
44,40617,8589,561,17,1,0.15,48,0
30,47130,11739,596,2,0,0.32,24,1
52,78832,16307,524,2,1,0.21,36,1
35,66283,24153,576,0,1,0.22,12,0
57,30865,7731,567,0,1,0.3,36,0
40,60902,12012,720,14,2,0.61,24,0
23,53301,7309,520,5,0,0.58,12,0
57,31074,10232,828,2,3,0.51,12,0
60,24459,24350,624,11,2,0.36,60,0
28,18663,9682,757,4,0,0.08,24,0
60,42310,12611,572,6,3,0.52,36,0
64,47714,6360,712,2,2,0.25,36,0
43,63088,9540,532,2,4,0.59,36,1
60,73883,5276,532,0,2,0.24,36,0
31,39857,15791,737,6,3,0.55,36,0
28,47026,16661,640,0,3,0.46,48,1
49,33544,16352,634,7,2,0.03,36,1
50,51206,16994,569,1,3,0.49,36,0
30,79559,16370,580,1,0,0.36,48,0
59,51563,5346,522,12,1,0.15,36,0
48,87698,8327,608,3,1,0.29,36,1
56,78896,3476,670,0,3,0.71,24,0
33,101605,10115,656,11,1,0.05,24,0
52,52292,7923,657,3,0,0.36,24,1
56,37563,13053,485,0,1,0.26,48,0
57,66877,58435,665,2,3,0.44,48,0
46,40682,21361,624,4,0,0.51,36,0
42,65836,33448,587,2,3,0.39,36,1
24,35192,21869,551,12,0,0.5,36,1
51,32396,12581,703,1,0,0.2,24,0
38,90059,13282,479,0,0,0.33,48,1
58,29546,22443,551,1,0,0.61,48,1
44,81725,15506,661,0,0,0.25,36,0
43,65710,11239,608,3,0,0.22,48,1
42,51387,31441,680,10,1,0.27,48,0
22,19028,17445,657,1,1,0.43,24,1
51,103035,5681,595,1,1,0.35,36,0
31,30717,11989,514,9,0,0.46,36,1
48,78950,13768,710,1,0,0.23,24,0
52,34701,10481,636,3,4,0.12,48,0
25,33336,10603,544,0,0,0.25,48,1
58,68480,10400,482,1,2,0.14,60,1
30,64166,4578,676,0,0,0.38,36,0
60,27651,4115,599,0,3,0.32,48,1
44,100546,9026,558,2,2,0.36,48,0
55,44221,10506,744,1,1,0.39,48,0
64,50739,5981,500,0,1,0.26,24,0
43,42254,7226,630,3,1,0.45,24,0
37,28243,11477,707,7,1,0.38,36,0
21,70799,24800,689,6,0,0.26,36,1
51,56657,23841,545,1,0,0.41,48,0
51,32776,24325,755,1,1,0.41,36,0
62,78595,7286,763,6,3,0.69,36,0
62,50383,11691,731,4,1,0.44,36,0
54,50929,28039,580,6,1,0.51,24,1
29,119164,4634,631,0,2,0.29,36,0
42,21938,10140,750,0,3,0.21,24,0
33,21794,15264,685,8,1,0.44,12,1
45,24391,4802,598,9,2,0.24,12,1
38,58795,17280,632,2,0,0.28,12,0
32,40965,33799,528,15,0,0.13,36,0
60,42626,27854,741,1,1,0.35,60,0
37,30601,12008,641,11,1,0.31,12,0
35,112715,21777,789,2,1,0.31,48,0
62,133320,4770,503,4,0,0.47,48,0
35,76837,15788,572,5,2,0.26,48,1
35,23071,11127,645,0,1,0.36,60,1
59,38428,12214,830,0,2,0.27,48,0
33,74141,14218,656,2,0,0.15,48,0
37,47910,16857,589,0,0,0.38,12,1
52,76965,5590,651,3,0,0.42,36,0
29,91482,7418,595,3,1,0.47,36,0
60,127210,11455,725,0,0,0.42,12,0
40,35332,4595,718,5,1,0.28,36,1
46,51054,14506,778,0,0,0.63,12,0
47,39325,22018,518,0,3,0.35,48,1
41,18026,30800,505,6,0,0.36,24,1
38,69619,14155,631,3,4,0.18,48,0
33,64972,41432,715,1,1,0.25,36,0
36,37293,13081,731,0,2,0.53,24,0
29,22047,6285,669,5,1,0.42,60,0
32,40454,12918,715,1,0,0.18,48,0
64,70654,11808,771,20,0,0.18,48,0
58,95670,18209,586,10,1,0.44,24,1
39,34327,15715,767,0,0,0.27,24,0
27,85293,15056,769,9,1,0.58,60,0
55,66918,23864,605,2,1,0.83,36,0
38,60271,10321,574,3,2,0.38,24,1
36,25673,18457,710,0,2,0.45,48,1
59,26237,15811,809,0,0,0.45,36,0
24,32357,14305,582,10,3,0.29,48,0
45,41639,12843,803,4,2,0.23,24,0
52,120616,6230,573,3,3,0.07,60,0
60,35202,11471,632,0,1,0.47,36,0
33,72086,11921,559,12,1,0.31,36,1
37,38856,8659,684,2,1,0.2,12,0
57,62090,5915,660,2,1,0.28,48,0
26,47501,9567,653,1,3,0.29,36,0
39,53557,10056,599,11,1,0.19,60,1
33,58971,5977,615,2,0,0.19,24,0
46,43272,5974,644,0,0,0.38,36,0
34,59114,3807,629,3,0,0.22,24,0
51,90849,15947,646,7,0,0.21,48,1
24,33622,24024,530,2,3,0.27,12,1
59,88692,13489,477,5,2,0.02,60,0
28,42933,10481,677,1,1,0.12,48,0
45,40721,5802,680,6,3,0.2,36,0
33,69548,3558,668,5,0,0.59,36,0
52,41333,13098,692,5,3,0.48,36,0
58,57502,19329,613,5,1,0.35,48,1
58,54878,8107,621,0,2,0.48,36,1
48,17296,25165,611,10,1,0.48,36,1
50,60402,8836,505,4,0,0.12,24,1
23,23847,25616,695,2,1,0.14,24,0
48,24774,8362,712,0,0,0.25,60,1
23,58878,2703,724,7,1,0.32,36,0
54,64106,19454,625,3,2,0.11,36,0
36,89547,7679,592,0,0,0.43,36,1
42,28433,5295,612,12,0,0.39,48,0
52,33838,17835,608,0,1,0.5,48,0
58,61832,7835,489,3,0,0.25,36,0
28,90412,5723,673,4,3,0.2,12,0
28,53964,29344,717,34,2,0.68,24,0
26,31602,11815,667,0,2,0.24,48,0
34,104110,5647,651,4,1,0.24,36,0
52,42994,10118,599,3,1,0.25,48,1
55,43669,48027,710,1,3,0.46,36,0
30,23910,14291,642,14,0,0.47,36,0
23,70406,9089,552,7,1,0.3,12,0
32,75079,18048,755,7,1,0.51,24,1
51,34443,10172,701,11,1,0.71,36,0
49,117665,9841,782,6,4,0.25,12,0
25,36549,9010,743,3,2,0.07,36,0
45,67012,22300,600,2,0,0.32,60,1
61,54820,15015,627,6,1,0.4,12,1
51,17804,31361,730,4,3,0.41,36,1
41,64340,16060,555,3,1,0.21,36,0
40,61516,33408,782,4,0,0.31,12,0
59,20268,19733,676,5,2,0.42,24,0
42,105099,11430,716,17,2,0.21,36,0
24,61641,12317,675,6,3,0.44,60,0
33,91098,40003,654,0,0,0.16,36,0
62,20784,29210,626,3,0,0.46,12,1
40,39926,33794,638,5,1,0.3,48,0
33,88459,7299,436,0,1,0.65,48,1
37,22378,4336,695,13,1,0.3,48,0
56,40515,8055,824,0,1,0.48,48,0
53,60069,14754,583,4,1,0.34,48,1
21,19009,9069,532,18,0,0.51,24,0
35,25318,13581,775,6,1,0.56,36,0
33,97835,10191,680,5,1,0.37,24,0
37,50508,4634,722,29,1,0.35,36,0
44,88287,17280,690,7,4,0.52,36,1
28,53693,13609,575,17,1,0.47,36,0
47,167367,29661,722,6,2,0.1,36,0
43,61044,14704,610,5,0,0.5,48,0
28,92493,21366,583,7,0,0.63,36,1
28,43345,8171,701,1,2,0.53,36,0
46,54467,16452,663,8,4,0.29,48,1
33,67571,21701,683,17,2,0.11,24,0
59,73416,18654,680,4,2,0.21,36,0
57,48074,11661,716,0,2,0.46,48,0
48,49088,16486,753,0,2,0.07,48,0
45,63004,19412,666,1,1,0.54,48,0
36,62983,27469,765,3,1,0.62,36,0
22,29362,9540,740,2,1,0.41,48,0
38,54856,6835,709,19,1,0.5,24,0
37,57548,8112,604,14,2,0.3,48,1
50,30086,14577,728,2,1,0.33,24,0
59,77108,13394,684,7,2,0.32,36,0
33,60256,19465,542,5,1,0.28,48,0
52,157207,21992,555,1,2,0.44,48,0
49,48387,4310,552,13,3,0.53,12,1
50,86513,10010,554,1,3,0.25,24,0
38,64187,15174,562,10,0,0.34,24,0
33,128119,26084,716,5,1,0.38,60,0
63,30182,12938,656,4,3,0.31,48,0
41,38266,30311,720,9,1,0.34,48,1
50,30703,18598,560,3,0,0.22,60,0
41,47147,16788,526,9,1,0.35,48,0
37,27935,12504,580,3,0,0.37,48,0
60,22855,13163,705,20,0,0.31,48,0
39,16869,16292,709,5,0,0.43,36,0
35,16338,11881,631,2,4,0.32,12,1
29,68063,26043,675,7,3,0.2,48,0
30,39037,22646,609,3,0,0.51,24,0
64,26452,27413,591,8,1,0.47,24,1
51,35258,7158,681,8,2,0.41,48,1
43,37648,7018,703,4,1,0.62,48,0
50,30263,17903,793,10,0,0.07,36,0
53,109400,12728,570,2,1,0.28,24,0
29,99549,15604,560,0,1,0.15,24,0
21,108471,6833,610,5,0,0.63,36,1
64,53615,5570,699,7,0,0.54,48,0
55,56400,15360,810,0,0,0.38,60,0
31,35372,8468,661,7,0,0.38,36,0
54,32095,20505,581,5,1,0.18,12,0
36,49556,9235,558,0,2,0.38,24,1
29,67926,7844,603,3,2,0.17,24,1
52,89132,3428,668,0,4,0.61,36,1
35,37309,28240,707,1,2,0.45,12,1
32,26203,20303,667,8,0,0.55,36,1
53,70755,5445,592,0,1,0.18,60,0
34,19750,4030,545,3,0,0.4,48,0
28,48069,9337,702,4,0,0.18,48,1
28,51259,23585,605,14,0,0.24,48,0
47,40562,9737,612,6,2,0.56,48,0
32,22637,11798,568,0,1,0.33,24,0
21,40830,24205,525,17,1,0.29,48,0
63,111443,7383,781,3,2,0.41,36,0
60,65897,8872,597,2,0,0.64,24,0
62,87628,15241,492,0,2,0.43,60,1
31,26672,11292,663,13,0,0.47,60,0
59,55706,7892,638,4,1,0.32,36,1
63,51234,20421,500,22,0,0.33,48,0
51,51733,18227,741,0,1,0.01,48,0
37,64726,22011,702,3,0,0.12,36,0
53,52768,12185,717,0,1,0.63,24,0
52,27045,4644,671,3,0,0.43,36,0
49,66611,13446,545,11,0,0.45,48,0
41,74640,6613,645,0,3,0.29,60,0
41,94820,3959,611,1,2,0.36,36,0
60,96937,11329,597,5,1,0.44,48,1
43,62206,14200,780,0,0,0.56,60,0
26,27683,34855,570,3,1,0.53,36,1
42,22818,6481,612,2,0,0.34,48,0
58,43759,20054,653,9,1,0.47,36,1
57,77632,5118,681,0,1,0.37,24,1
28,75170,28625,785,9,0,0.42,36,0
61,56218,8774,636,6,2,0.52,12,1
55,48132,10928,673,1,0,0.48,60,0
31,126990,11012,553,1,0,0.28,36,0
44,65317,21065,696,14,2,0.45,36,0
41,46927,5595,804,4,2,0.65,48,0
22,35499,12010,615,2,2,0.13,36,1
60,29604,9092,714,0,1,0.35,24,0
39,28182,49952,537,0,1,0.2,60,1
59,29606,6967,622,4,1,0.37,48,0
48,56414,2837,626,3,2,0.46,24,1
37,48579,36929,678,7,2,0.26,36,1
26,41649,17940,638,9,0,0.21,24,0
39,70844,8329,740,2,0,0.58,36,0
58,121126,13104,608,0,2,0.41,24,0
48,32478,8261,708,7,0,0.51,36,1
22,34991,4129,662,4,1,0.48,36,1
58,16179,12105,563,19,3,0.22,24,1
57,48379,12053,471,7,0,0.5,48,1
24,45990,16376,661,1,0,0.27,36,0
42,76603,7451,595,2,2,0.25,60,0
46,46938,8393,672,1,2,0.5,12,0
63,36532,10657,549,3,1,0.14,48,0
56,53978,7416,692,6,1,0.18,48,0
33,64765,26424,775,4,1,0.28,60,0
52,21832,22236,630,2,1,0.1,24,1
37,81100,9803,490,8,1,0.36,36,0
61,94197,18411,645,0,2,0.27,48,0
56,64455,6355,592,0,0,0.39,36,0
39,30721,10129,574,2,2,0.63,48,0
55,41647,32149,633,6,1,0.17,60,0
60,88560,19683,729,5,1,0.14,48,0
48,30058,15890,603,2,1,0.28,48,0
21,67125,10773,705,5,2,0.22,36,0
62,47792,13027,632,0,4,0.35,36,0
38,53108,5535,642,1,2,0.59,48,0
60,32277,11003,737,5,2,0.62,24,0
53,57834,16741,627,1,1,0.27,48,1
32,55800,13149,711,1,1,0.21,48,0
28,23047,13149,631,0,0,0.21,48,1
44,48912,9021,694,2,2,0.4,48,0
36,66632,7749,628,8,1,0.34,12,1
24,40431,7335,663,9,2,0.36,60,0
58,14416,11485,670,9,2,0.27,36,0
64,46285,20755,704,0,0,0.38,36,0
47,102051,7981,688,25,1,0.64,60,0
29,41264,13690,582,3,1,0.55,24,1
36,100140,13484,795,10,1,0.71,60,0
32,32657,23343,652,11,3,0.37,36,1
51,27433,13467,723,3,0,0.17,12,0
44,48895,5471,458,0,1,0.03,36,1
34,32490,47806,714,4,2,0.44,48,1
45,57810,23933,711,2,0,0.13,36,1
54,40689,17852,668,1,5,0.61,60,1
23,102432,9458,469,1,2,0.35,36,0
44,39307,11032,592,4,1,0.31,36,1
62,51270,5690,568,0,1,0.35,24,1
29,66050,10935,743,8,2,0.39,36,0
46,79075,14844,553,1,2,0.49,60,0
40,102726,13159,694,3,1,0.34,36,0
60,43589,38236,626,0,1,0.38,24,1
30,40148,19982,736,9,2,0.43,36,0
39,18826,23960,668,5,1,0.38,48,1
23,136060,18473,598,1,3,0.12,60,1
44,58716,14729,588,6,1,0.28,24,0
25,71389,17551,614,0,2,0.52,48,1
23,64722,4062,402,7,3,0.61,24,1
47,50250,11427,791,3,2,0.59,48,0
36,58406,5775,755,0,1,0.44,36,0
35,37055,6581,655,3,2,0.29,48,0
55,42148,27341,725,1,2,0.56,12,0
32,30482,7002,647,5,1,0.3,12,0
61,106790,6037,684,6,2,0.28,60,1
64,64908,16877,728,7,0,0.42,48,0
46,131674,12820,630,11,4,0.01,24,0
54,154537,17461,711,5,2,0.36,48,0
43,24292,38312,506,3,2,0.36,48,1
51,80226,18838,667,9,2,0.33,36,0
40,24860,5269,648,11,2,0.33,24,0
32,53568,23382,622,7,2,0.57,36,1
43,57375,11708,633,14,1,0.11,36,0
24,25755,14776,630,19,3,0.42,24,0
43,33902,4954,738,1,1,0.45,48,1
21,58698,18068,645,1,1,0.6,48,1
45,53538,6118,850,2,0,0.4,12,0
22,29460,18408,574,28,0,0.43,12,0
50,34578,8658,694,0,2,0.35,36,0
23,23255,20605,721,6,0,0.4,60,0
41,26863,6142,618,9,3,0.35,48,0
45,40712,5237,552,28,0,0.17,60,0
40,80316,9654,613,4,4,0.39,24,1
42,85572,15674,544,2,0,0.39,60,1
41,122604,6720,584,0,0,0.26,36,0
53,60604,15097,680,20,0,0.39,36,0
58,53859,22576,850,12,2,0.54,24,0
35,62791,6038,788,8,1,0.3,36,0
35,62491,15111,601,14,0,0.61,48,0
45,21845,18469,725,0,2,0.57,36,0
41,126050,11899,620,4,0,0.24,12,0
44,18667,12714,580,1,2,0.27,48,1
25,87062,5736,643,7,0,0.32,12,0
26,50422,17369,474,0,2,0.16,12,1
63,28431,13859,515,1,0,0.21,36,0
64,63939,14623,723,9,0,0.02,48,0
43,46209,46110,759,6,1,0.45,36,1
24,34847,11801,450,24,0,0.46,12,0
47,24569,16213,766,5,3,0.12,48,1
38,23558,28936,742,1,1,0.12,36,0
41,36117,12978,622,3,1,0.34,48,1
48,40396,8691,686,14,0,0.36,12,0
55,26761,16967,795,5,0,0.54,12,1
42,49973,8857,748,10,2,0.25,48,0
60,28736,27435,689,0,1,0.25,48,0
43,58695,18193,599,2,0,0.37,24,0
23,90734,7969,617,13,1,0.53,36,1
60,56652,6321,705,0,2,0.58,36,0
30,46773,14673,693,3,0,0.21,36,1
45,37517,15573,742,2,2,0.52,48,0
28,101017,6330,534,5,0,0.22,24,0
31,44499,21406,685,0,1,0.08,36,1
25,170265,19913,707,5,1,0.38,36,1
57,27132,16398,630,24,2,0.54,24,0
58,56667,21050,840,1,1,0.32,36,0
49,99345,7377,580,3,3,0.52,24,1
25,34715,7639,645,0,0,0.23,48,0
29,43561,11431,708,2,2,0.37,60,0
22,67041,9130,719,2,2,0.49,48,0
21,59512,18057,630,4,1,0.4,48,1
60,64851,21661,630,1,1,0.33,24,0
50,87564,8759,705,1,0,0.26,24,0
31,41217,7937,687,4,2,0.31,12,0
48,100560,22311,657,11,1,0.51,48,0
64,20743,7411,501,1,2,0.33,48,1
32,84012,11256,661,5,1,0.1,24,0
59,86994,7288,779,3,0,0.39,36,0
46,33281,9366,697,0,1,0.35,36,0
33,23734,5410,587,4,3,0.41,60,0
28,43648,28833,533,6,1,0.33,60,1
48,59988,24523,726,4,0,0.33,12,0
50,41458,8231,613,0,1,0.48,12,1
29,63005,17638,756,9,1,0.69,60,1
59,129168,5645,754,0,1,0.32,12,0
51,24776,19400,638,1,2,0.5,36,1
41,18452,7860,676,4,0,0.15,12,0
54,47351,27737,685,1,1,0.34,48,0
51,34888,18152,553,0,3,0.31,24,1
45,38555,10728,786,3,0,0.17,12,0
32,92360,10457,689,6,2,0.43,24,0
21,46151,14569,662,2,4,0.49,36,1
42,48315,7674,728,5,2,0.43,36,0
60,39403,26237,674,9,1,0.37,48,1
57,48078,16052,562,15,0,0.28,12,0
21,56064,23828,585,1,2,0.56,12,0
21,197263,3072,478,4,0,0.41,48,1
62,56377,13489,655,1,0,0.29,60,1
62,87671,15503,694,10,0,0.63,24,0
41,53809,13332,635,11,2,0.01,24,0
35,17784,13541,557,1,1,0.36,36,1
37,36918,11018,610,5,3,0.39,48,1
42,56356,51762,620,10,2,0.67,48,1
